feature	importance
b63826b550cea133b21c6a9363488a3f	0.4808255933617343
a4903f6133cf70558f1231d57d586472	0.22206569368299178
5ededc2059340d29f28f70d97df206b1	0.09368293636847143
874655fb34ca5abf0534635bde846316	0.046021135760190596
2727ae35136b9786ce3b7f89c8f44ab4	0.0353026157511938
f0e9e805ee1afbb3ca090545e3d07d9d	0.012475841535315599
ee5bf49141671bab01e314440c6548df	0.008740827979943145
db560ed13bb872c7b7c9c0a8f88b0d96	0.007334121693885273
c922a4454c62aaf85925cf811b7fa6f9	0.006844220383870114
b319231e47d05f4011ae4588ad640761	0.006425549579532892
315502f09c763d70c7d04eed29f10403	0.005145959966522062
843f81a0d2f8eaf7a25dff7411ce289f	0.0037129495079188907
ac5de6f4d401184278d0e799afbe937c	0.0033827923127159694
1273c3cfa5459042ba1d57d051c3c113	0.003162486107269057
f0550e03c08fa9e3d6c633dbc434efd4	0.002656930958089225
fbd3b375de119f89877117f12db49096	0.002429756417475659
b85a47d761dfc7e7cfa80e65eb2704c3	0.0023669343560291252
4dfc81694961a91faffdf34828cfc550	0.002212540807896866
60d107725cf6cb0bccc86d2fb5dc78a1	0.0019266568123682511
1f877b76ebc4e594b2f4f83574bf54dd	0.0014033240372645231
08c4135284539d9da10bfea30fcf91f2	0.0013488427711170594
13e9ccd2dc9590a1bffeb4844b690e48	0.001273218810411478
c15713dfdd5a842cacd1097202a33efa	0.0012173115618875048
4a844d1c092c35864a8d4145c7737169	0.00112529198758998
fd8e0f42626a1167dfc2152a388cf800	0.0011209426145312041
c0f5c74d2a4b112fc6f28c21f3c72c55	0.001098840514797715
e3219f878d893cf4ae023384bc8074ef	0.0010681538322248958
d826381ee810ea6e101060dd463263ac	0.0010472596983623272
8af4acdb70b74af80d5256fe8322b093	0.0009837330500117876
bb4cf5cd294a9ca001237b1515ac14b6	0.0009304688373607485
ea6245d2cec3053b94d0fce19687a584	0.0009222132856993834
c3f8bb7eabde06f53f9c3fe1d2419df6	0.000912961826996438
b6a6034ad6172c1f2cd27081a27b593a	0.0008614393190736796
7e56126adb1ce8a3315ed25fa0c8260b	0.0008581361123361478
d8b9b70e4702a9a54bbc2ce284df346d	0.0008569211192429198
1f27e8665776365c0fcd302e79abcca6	0.0008261340396927261
bdb8acfc18791d7f8bd348c7ab201244	0.0008164133717027088
23cbcc8b5972ab21d765815d67801e07	0.0007868060456774988
7bb2ead3424b2de804df4001e25d4548	0.0007611534981356713
e818ff730b252c0f544db1c243405d6d	0.0007530938450546148
b30680111e54793de93c8290f4ff2283	0.0007405956001598957
1cf88c3683ade63254030af2a5fb5ad3	0.0007185313979739028
5781dece5c5a06100b877f67985a18a6	0.0007143071564065521
8cb4f16bfff22a0a94c6f508a8e0a600	0.0007055168723207448
eaab9ad584ff00c5d40f232f2cbf3a17	0.0006882784870348907
93809a3e534ddf45b6dcffa53c222876	0.0006882397215471073
c6c15dc00c23c89835bbc2eb2394e9ce	0.0006587479252734874
0339c877cba6f85390ee3befc5fda52f	0.0006552538161275033
f7f00b1a1a14bf6fe12021fc70599d9f	0.0006361067316433758
d18f26cd4369d71539a75889065a3ece	0.000608926188414027
9f7c2e522b75f29a7062b658e5ee6426	0.0005945759966363183
1130726e8a5b5160731d8be2ea52b6ec	0.0005799081395015077
7b2ad5ecf7e34e042648a0eb57d7e5f5	0.0005788290916376583
91e39286dbc60b335873607dd88d5d2f	0.0005721736048627496
6866ece970aadb0e1521c0abc5fc9632	0.0005703383611661835
a87cb91a3cc4e0437c966e5fef843c86	0.0005646366535438492
79081b5deae47cbaecb5c27f0409bb05	0.0005188094765131491
7f74f06c659e3364fcdda8d66418aac8	0.0005184328507366027
66f41ef227fd66a5f124900a1fc9e0cb	0.0005027261501205332
5c6ef177e5eea8fe42181d4c9ca8400f	0.0004815825521851008
cff188a2695d2adb31e0af0acbac5af0	0.00047973159124195004
e98c026cbc604bc0fad867a3ba82348e	0.0004512153797186638
1d64064ed003299a24566ed3dc9a4d46	0.00042746669930398455
aed94a5e974a53298b60353c21c5f755	0.00042551307397853996
5bee7ebeca2e12372cf2c9e8d900a0fd	0.00041146456880180205
dc54fa473422db37118ae054dbec6383	0.00038480174500403854
199cb7a54dfa28fa14f40101e222023a	0.0003640677557180478
218b294c597ec1c9f3225b631b72be71	0.00035195252628869166
37df17bd1e117267f54d02df1fc200c4	0.00034940892582833517
2815b4a7d006216600075bdabd64fe0f	0.0003441084730685187
c87d17a7d1aa5816e62c8a3b1f4db562	0.00034156037041308885
0572e4938ad1a49b67a2a072fc7532ff	0.00033916394573555163
6d65b09042c1175b58956e8255efce3a	0.00033539231052223347
94ed3edbb935e3e7c7fb066ff16a9ad7	0.00033218692072421144
911908259d0450520bba4bc2593935e9	0.0003219981995780196
cccf97b538ff7c898eca0153f5f10159	0.0003196291923071555
d98dcc3fe4a1481ddbcafc174e360339	0.00030234709463887834
92f6799572985889171a4c3488957bc8	0.0002924651540438759
b2e8a22c4d2ba503bfd2ba69db715aa4	0.00028691167312802347
274b87db45070870b7c24ea7123f0f35	0.00027207751636929326
59e204357fb373960789e02b5136059b	0.0002709853920509084
12c3060caaf6a344e2ebee3363c60d7c	0.00025538689432107154
11120f0f3ab288914eeceb2f2f2a8787	0.0002549886622755968
2e2f265b137ecf55a692bfa740bed7f5	0.00024952160174503146
a172e9bfa15b55fb2dd761ec0aa1b958	0.0002455816322017831
2ffe9203f6ff22b94fb2b082fceb881b	0.0002403702670310881
fbc37e85f64faafb354eed950919a417	0.0002379809781933793
b9e2baaa3144ea2545b91818c318bd01	0.0002366344791081093
54538087d560b9dc473f87bc76dfcfb1	0.00022991867549501012
f2fc50db82ea93dfa7808e46e37001eb	0.0002193650748230291
fd9048222f6598e32d24600236b6af7b	0.0002037289234551493
fd843547a7e5cad179404c7a1055e195	0.00020235275420471186
7d02a4a2ba8a120cd8a14e64db0bc442	0.00019554446113835176
29d592b4c317c0dc3acfc3cb015fd6d5	0.00019488404290765704
dc7d912b1e7ac880f564bd6eb8333bd3	0.0001927925163896879
6fd79ee18d8d104479f6c0c6e8d3ea6c	0.0001920955003654663
0da6a0bcf2d84792ac3ac663025aa8d1	0.0001917323432997418
55ea29af81fafde3733e2bd0d4974f2e	0.00018472053865845858
f22ed89d8d7e8aeb128c6d0411002358	0.000183255760303617
7123ca803acf917fa88d505016ead570	0.00018263682417657867
ee8ce7cbf0b20bb21ec392e72c335b62	0.00018167422448104952
bae400db3ad0d8701aca5b6e5af23fd8	0.00017509309367851956
a8bab8548ddbe1ff82ce1b9fc3b29ea3	0.00017283559514820403
3eb277bb10c28ab93028dcd4ea8a30aa	0.0001620461789496332
7a6d023abb4c84a2456994b828365aef	0.00016157866257742284
8776dc147d73820290cefa8b18ced058	0.00016113432070422054
10ab31251b341b2f23b605502efe058f	0.00016106865713633075
9d1f0ff3ba711fd7ff647ce61f5a304d	0.00015327228882712943
b436eacb9015a8d21956ac12ca621303	0.00015194704913661043
79cf25cabda034837a0f95ad4c725c9a	0.00015030211894568801
8ac26e3da8a1e1b4abae8832e3a5391f	0.00014935732044254
663a7c0b245874b476c30ced83f646d2	0.00014899295688432275
2887674c7fa8ec955f907e8f0456a8d4	0.00014850703332045713
8808add8bfc0b0b46af89f9135eca7c4	0.00014823923697099812
ac323455423c1dc9bf5a4b0842c8386b	0.000147827596417392
6362c6de7d992de7c9662971676f9c6e	0.00014759996795353942
05e071372f600655b5b29b7d588b78e0	0.0001459791976770727
9b4ca35ff035a59a3f4aaa70e5b53c12	0.00013993362851651565
7e6296346d70654eeb4efc1d1ae3448b	0.0001396606386153222
019d5e79981edb99a7987bde2a28bb8e	0.00013424426131449147
d7def2af8cfe80aa5ef0f269f5ff98d9	0.0001303028184200045
e92546e0c3c6642271b37bae06140442	0.00012920973698409127
bdfc505c9046dc64812310f196633ce7	0.00012694037415894924
aa76b290e134aae3d37171f036fb4d45	0.00011561892685140855
927655afcf197d703f220014788c7f0e	0.00011449374265278159
1a3dd1a533b67ff9f96e0b08ec6ae4d6	0.00011252372227216618
ed675cb77bb88e962f7485b17ebfc1fa	0.00011066616347154671
8b66adcbf0319c5f7a7b30d734142ed1	0.0001085368321778605
8573e422a6432f1ecb0ebac1259fea91	0.00010698914846097609
75ba791ff796c70492f0c10c9369b9a1	0.00010363456824227777
c352617aeaa6dd313345a631ffb1ffc3	0.00010196471947027982
54068afabe34095fbd9cc141a6bef247	9.899755147655632e-05
a78050d4c7426f03d707666d5e692673	9.678733732151715e-05
52b19c2d40e8e95e940a7402a3d396f9	9.674197615130295e-05
58a87ab656aebd7dabea050fac0090e1	9.460419685001199e-05
6044f67c3657b9cec41e69a363873577	9.44817837281472e-05
1451a0cb2325727678907653a9679df8	9.441605657958962e-05
b42edbbea15843f253ea7f6c2444ae22	9.419360288224288e-05
d279a4eae44b735bc8b0881969ff1e5e	9.31694464255779e-05
257e8cfc3bed46e21ef184038bd8cc43	9.275117885974572e-05
aa260a9a485a4833fc990194570cfabb	9.105345214463798e-05
95270924b9d4098a40e0fa39395ca2e0	9.09416974297313e-05
39a437bb0e5b82fcd25a5e34863a92d8	8.900992528818028e-05
b5030798281b7898b7065942d39f98be	8.884002091427229e-05
307c76a44239a81f3a459223b496d565	8.851347259150767e-05
73c25788976ed6de0992a971d2256afb	8.694906569602358e-05
5b25672dddf67a7679122b4af43e405d	8.44217027741234e-05
e343f16207f78d94a9aa1738f504d205	8.3336674639939e-05
18d14b6c6efbaa34aa953fd2f17a4238	8.327973277185213e-05
e96a9d19385b43b16c61e4fbf686c1ba	8.149193505640173e-05
817b4584b293eca703d9fc12f794a37e	8.03863075277876e-05
cd1d0a5ce232ac9edb6a9d14891319de	7.679980006505921e-05
8ed9d821abfd6e3395ef16f67f6e19ff	7.667936188698808e-05
34f570e95468597945fa1c8c3b0e5914	7.565356553335909e-05
a0367185b071b7fe34ca85950ed2b23e	7.016805479645024e-05
d95cd3f1a7cabbc8de33c90b8e4d79e1	6.781989203680451e-05
df7f6eb7a9c9d24a9b861f380abe0f7b	6.270661843108491e-05
c515cdfc129fe13ffaeb0bd8a80d8aef	6.25174014697454e-05
746b3c3ce4e9b07af5ac5d0d85270548	6.199321350141583e-05
a3852cbb2321d48ffddea1269d84e6a5	6.143611991081275e-05
7b3a94b9506327a899acad79ae1b8c62	6.043766045449547e-05
c1089d6b847b1f183bbd684ccbd13625	6.0242519605706284e-05
3044cf39bba48a0be52358d3e77aa8e3	5.9353878938831885e-05
179c312a3708b0e0372a22598c202920	5.809636802699034e-05
d7ccc5824de45f3fe09312be4414d1ab	5.7856208111958666e-05
ed6c548044fd3ff4f846120366e95022	5.738351802016679e-05
c8ae4661ae9474e1fc6eb3089d83ba5b	5.713546866762369e-05
1731b444a2fc79156b5716b189e021f1	5.562456737087731e-05
dfa08243f0246ba69a6b316a147fa9b0	5.5067694315315324e-05
eb12fba0384e38e12a64929ff0696961	5.401101130248104e-05
1724224c5c039edf8c908f69786d7231	5.209869977276324e-05
9b6a5adb178b80e32893358f34793de2	5.022150411043045e-05
c30593a13857663a21c94ec8dff456ce	5.018062484500436e-05
a936551a471a2ce2e9f942fc1742a750	5.008185663513991e-05
ca11911c58744beeb0b005b4a3cfb0a2	4.893618319809829e-05
20507d5da1f9fb3326b703f09ad7e04a	4.841483179138482e-05
3ca25f95a0f451b89a214534f52b50b1	4.662297077377601e-05
de81ca4721f778f149990f79fc756b83	4.6461963207138454e-05
e4c69b051e724cc6af01d54e1993f891	4.639198943740073e-05
7107b3b4690ead0e42e5bacb7f82aa23	4.625362812391115e-05
2496ed44a31ec69f748235c49243ca89	4.6220876486216635e-05
d45162f21b7e02dc485394385455d46c	4.249145918956345e-05
0ba25eb1cde5c3f9461e05016e15f227	4.247556585607482e-05
34ca9599c2a68d19cfc3721be4222caf	4.229805976056408e-05
c6250c4ac6b91c7eacb662dc0106d5a2	4.037046188309855e-05
d69738f2525ba6a57d2cbc5383733887	3.8374787488325006e-05
c7b62147b766f770bb73a2400be2d24d	3.5841222856293774e-05
cbb79d103c70b659264ff13185e45fa3	3.484701986956669e-05
5b144469cbab67b7a56b6254e65efd17	3.446841532333335e-05
21fa1a2147e60bf52794dd39e8aa4258	3.367615388643386e-05
35e05f55a94cb3f92f602c5d05b4706f	3.3450350644587794e-05
eeee006ecb866ad670707862bb310e21	3.113000413750985e-05
4d3aede1a08c6b74afcae1db87522de3	3.009860711793785e-05
c4ed48df29cc1cfec1cec1349333a105	2.8428182198785897e-05
8a8422183e49b0d1c6919f27a2649030	2.821440191765228e-05
edd8911595ef13e19ffaf141373b47ff	2.664216888209468e-05
143eb3c67d9249900f1a0568ad489380	2.598995471874029e-05
dfd35f97555d05225cfdf5b062603e5f	2.5165005163291602e-05
937c494df6d3964b1bc97da44ff67cbc	2.4155326432253083e-05
84c1ee705458d555c077aa75abd24417	2.1066337080619908e-05
aa76f98597f0241c8cd5831f638e686b	1.9123301828386733e-05
5f88088efbd5bde94fdf379281aef2d9	9.622530020901297e-06
